CompanyName,Year_Founded,HeadQuarter,Founders,Investor,Industry,Head Quarter,Industry In,AboutCompany,Amount in ($),Funding_Round_Series
Storia,2016,Mumbai,Vishal Shah,Sixth Sense Ventures,,Mumbai,Food & Beverages,"Storia Foods and Beverages is committed to creating products that are natural, full of goodness and promote a healthy lifestyle.",6000000.0,Series A
Clear,2011,Bangalore,"Archit Gupta, Srivatsan Chari","Kora Capital, Stripe, Alua Capital",,Bangalore,Computer Software,India’s leading FinTech SaaS platform,75000000.0,Series C
Groww,2016,Bangalore,"Lalit Keshre, Harsh Jain, Ishan Bansal, Neeraj Singh",Iconiq Growth,,Bangalore,Finance,Groww is on a mission to democratize access to financial services for millions of Indians responsibly.,250000000.0,Series E
Teachmint,2020,Bangalore,"Divyansh Bordia, Mihir Gupta","Rocketship.vc, Vulcan Capital",,Bangalore,E-learning,Teachmint is an education infrastructure provider and India’s largest teaching platform.,78000000.0,Series B
Porter,2014,Bangalore,"Pranav Goel, Uttam Digga, Vikas Choudhary","Tiger Global, Vitruvian Partners",,Bangalore,Logistics & Supply Chain,Porter is India's Largest Marketplace for Intra-City Logistics.,100000000.0,Series E
O4S,2017,Gurugram,"Divay Kumar, Shreyans Sipani","Think Investments, Venture Highway",,Gurugram,Information Technology & Services,O4S SaaS helps Consumer Brands to Digitize and Automate their Supply Chain thereby increasing Sales and Performance.,6000000.0,Series A
Wobb,2020,Gurugram,Ishan Jindal,"Alok Kohli, Sanjeev Bhargava",,Gurugram,Marketing,The platform for marketers to find and work with influencers,200000.0,Pre-seed
BASIC Home Loan,2020,Gurugram,"Atul Monga, Kalyan Josyula","Venture Catalysts, Gruhas Proptech",,Gurugram,Financial Services,BASIC Home Loan is India's first automated platform for secured lending with special focus on the affordable housing segment.,3500000.0,Series A
Siply,2020,Bangalore,"Sousthav Chakrabarty, Anil Bhat","LetsVenture, AngelList India, Founder's Room Circle",,Bangalore,Financial Services,"A tech-enabled micro-savings platform, for the underserved masses, that makes it possible to save starting at Re. 1",3200000.0,Pre-series A
Healofy,2016,Bangalore,"Gaurav Aggarwal, Shubham Maheshwari","Celesta Capital, Omidyar Network India",,Bangalore,Femtech,Healofy was created with a mission to experience special motherhood through its products and its inexhaustive and evergrowing babycare tips,6000000.0,Series B
E42,2012,Pune,"Animesh Samuel, Sanjeev Menon",Pavestone Ventures,,Pune,Computer Software,E42 is the world’s leading Natural Language Processing- based AI platform driving enterprise cognition across processes.,5400000.0,Series A
Spottabl,2017,Bangalore,"Vanishri Deshpande, Satheesh K V, Anupam Choudhari","LetsVenture, Paradigm Shift VC, Binny Bansal",,Bangalore,Human Resources,Spottabl is a technology driven recruitment platform that has helped over 50 tech startups and growth stage companies discover their top talent through its intelligent and human backed model.,400000.0,Seed
DeHaat,2012,Gurugram,"Amrendra Singh, Shyam Sundar, Adarsh Srivastav, Shashank Kumar","Sofina, Lightrock India, Temasek",,Gurugram,Information Technology & Services,DeHaat™ is one of the fastest growing start-ups in Agri Tech sector and one of the very few companies providing end-to-end solutions and services to the farming community in India.,115000000.0,Series D
Zolve,2020,Bangalore,Raghunandan G,DST Global,,Bangalore,Financial Services,World's first cross-border Neobank,40000000.0,Series A
SportZchain,2021,Mumbai,Siddharth Jaiswal,"Darq Capital, Jagadeesh Atukuri",,Mumbai,sports,SportZchain is India's first blockchain based platform poised to disrupt a multi-billion dollar fan engagement industry.,400000.0,Pre-seed
Hypto,2018,Chennai,"Abhishek Rajagopal, Aravind Sriraman, Tholkappiyan Velavan",Stellaris Venture Partners,,Chennai,Tech startup,The next generation of web services that democratize access to finance for developers and businesses.,3000000.0,Seed
CHUPPS,2016,Mumbai,"Gaurav Agarwal, Yash Mukhi",Venture Catalysts,,Mumbai,Foootwear,D2C footwear brand,1100000.0,Pre-series A
Zenduty,2019,Bangalore,"Ankur Rawal, Vishwa Krishnakumar",StartupXseed Ventures,,Bangalore,Computer Software,"Next-generation end-to-end incident response platform for SREs, DevOps, ITOps and Support teams",1900000.0,Pre-series A
Acko,2016,Bangalore,"Varun Dua, Ruchi Deepak","General Atlantic, Multiples",,Bangalore,Insurance,ACKO is India’s first and fastest growing InsurTech company which makes buying and using insurance effortless.,255000000.0,Series D
LoveLocal,2015,Mumbai,Akanksha Hazari,Vulcan Capital,,Mumbai,Retail,LoveLocal (formerly known as m.Paani) is bringing Trusted Local Shops Online and empowering them to deliver the neighbourhood shopping experience of the future.,18000000.0,Pre-series B
SupplyNote,2015,Noida,"Kushang, Abhishek Verma, Nitin Prakash, Harshit Mittal",Venture Catalysts,,Noida,Food & Beverages,"SupplyNote is Cloud based web and mobile enabled suite connecting outlets, service providers and suppliers.",1200000.0,Pre-series A
Cloudphysician,2017,Bangalore,"Dr Dhruv Joshi, Dr Dileep Raman",Elevar Equity,,Bangalore,Hospital & Health Care,Cloudphysician is a healthtech company that is transforming the delivery of critical care.,4000000.0,Pre-series A
Wiggles.in,2018,Pune,Anushka Iyer,Anthill Ventures,,Pune,Veterinary,Wiggles India is a preventative healthcare brand for all things pets!,5500000.0,Pre-series A
Avanti Finance,2017,Bangalore,"Nandan Nilekani, Vijay Kelkar","Oikocredit, Nomura, The Bill & Melinda Gates Foundation",,Bangalore,Financial Services,A digital platform to make financial services accessible to 100 million unserved and underserved households across India,15000000.0,Series A2
Vanity Wagon,2018,New Delhi,"Prateek, Naina Ruhail, Sahil Shreshtha",Inflection Point Ventures,,New Delhi,Consumer Goods,Vanity Wagon is India's first true information oriented clean beauty marketplace.,700000.0,Pre-series A
MFine,2017,Bangalore,"Prasad Kompalli, Ashutosh Lawania","Moore Strategic Ventures, BEENEXT",,Bangalore,Hospital & Health Care,"MFine aims to make access to trusted healthcare simple, fast, and effective.",48000000.0,Series C
Mentza,2020,Mumbai,"Anurag Vaish, Tapasi Mittal, Fareesh Vijayarangam, Anand Parameswaran, Divya Balakrishnan",Inflection Point Ventures,,Mumbai,E-learning,"Make great conversations accessible to everyone through a vibrant, small, safe, and easy real-time audio platform",400000.0,Seed
ConnectedH,2018,Gurugram,"Shubham Gupta, Rahul Kumar, Suresh Singh","Kalaari Capital, Incubate Fund India",,Gurugram,Hospital & Health Care,Connect different sectors of healthcare system and give the patients complete control over their information.,2300000.0,Seed
CredAvenue,2017,Chennai,Gaurav Kumar,"Sequoia Capital, Lightspeed, TVS Capital Funds",,Chennai,FinTech,CredAvenue is an organization on a mission to deepen and power the $120Trillion global enterprise debt market which would unlock a GDP multiplier and thus create massive economic value.,90000000.0,Series A
Vedantu,2011,Bangalore,"Vamsi Krishna, Pulkit Jain, Saurabh Saxena, Anand Prakash",ABC World Asia,,Bangalore,E-learning,Vedantu is a LIVE online learning platform that brings together students and teachers to achieve best results.,100000000.0,Series E
Exotel,2011,Bangalore,"Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",,Bangalore,Telecommunications,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.",35000000.0,Series C
Fantasy Akhada,2020,Gurugram,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,,Gurugram,sports,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,2000000.0,Series A
Cusmat,2016,Hyderabad,"Abhinav Ayan, Anirban Jyoti Chakravorty",We Founder Circle,,Hyderabad,Computer Software,CUSMAT is India’s largest immersive skilling and training platform.,100000.0,Pre-series A
Coinshift,2021,Chandigarh,Tarun Gupta,"Sequoia Capital, Sandeep Nailwal",,Chandigarh,Blockchain,CoinShift helps businesses and decentralised autonomous organisations (DAO's) manage their crypto easily,2500000.0,Seed
Strip Finance,2021,Hyderabad,"Varun Satyam, Yuvraj Chhibber, Yash Jejani","Old Fashion Research, Nothing Research, Tenzor capital",,Hyderabad,Financial Services,Collateralised NFT & DeFi Liquidity Protocol With Interest Rate Discovery.,400000.0,Seed
Kolo,2020,Bangalore,"Pranav Garg, Jery Althaf",Better Capital,,Bangalore,Construction,Home construction app for finding ideas and service providers near you,550000.0,Pre-seed
Chqbook,2017,Gurugram,"Vipul Sharma, Rajat Kumar, Sachin Arora","Aavishkaar Capital, Rajiv Dadlani Group",,Gurugram,FinTech,"Chqbook.com is India’s first neobank for small business owners offering world-class financial services through its five pillars of banking, khata, lending, insurance, and rewards.",5000000.0,Pre-series B
Rulezero,2019,Bangalore,"Satish Mugulavalli, Srinivas Katta",The Treasury,,Bangalore,Financial Services,"Rulezero is a legal/fintech startup reimagining private markets by building an intelligent platform that enables stakeholder participation and capital flow in a transparent, efficient and compliant manner.",2500000.0,Seed
Karbon Card,2019,Bangalore,"Pei-fu Hsieh, Amit Jangir, Kartik Jain, Sunil Sinha","Ramp, Rainfall Ventures, Roka Works, Y Combinator",,Bangalore,FinTech,"Empower Indian startups by creating the right financial products starting with a high-limit corporate credit card with unlimited benefits, no personal liability and no fixed deposit.",12000000.0,Pre-series A
ePayLater,2015,Mumbai,"Aurko Bhattacharya, Akshat Saxena","Responsibility, Blue Ashva Capital, Pravega Ventures",,Mumbai,Financial Services,ePaylater is a payment solution that aims to separate the experience of shopping from the hassles of payment process.,10000000.0,Series B
Fittr,2016,Pune,"Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",,Pune,"Health, Wellness & Fitness","FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.",11000000.0,Series A
Medikabazaar,2014,Mumbai,"Vivek Tiwari, Ketan Malkan","CDC Group, Creaegis",,Mumbai,Healthtech,"Medikabazaar, India’s pioneering and largest online B2B marketspace for medical supplies and equipment.",75000000.0,Series C
Akudo,2020,Bangalore,"Lavika Aggarwal, Sajal Khanna, Jgaveer Gandhi","Y Combinator, JAFCO Asia, Incubate Fund India, marquee angels",,Bangalore,Financial Services,A Learning-First Neobank for teenagers - Enable practical financial education for child today,4200000.0,Seed
88academics,2018,New Delhi,Anil Ahuja,Aarin Capital,,New Delhi,Education,88academics an 88tuition Pte Ltd has been established with the social objective of making quality video-based learning material available to all students.,3000000.0,Pre-series A
Sanfe,2018,New Delhi,"Archit Aggarwal, Harry Sehrawat","LetsVenture, Ajay Garg, Tarun Sharma",,New Delhi,"Health, Wellness & Fitness",India’s revolutionary feminine hygiene and period care brand that strives to build a better world for women.,1000000.0,Series A
Bijnis,2015,New Delhi,"Siddharth, Chaitanya Rathi, Siddharth Rastogi, Shubham Agarwal",Westbridge Capital,,New Delhi,B2B startup,Bijnis is revolutionizing the way manufacturers operate and scale their factories by digitizing their Demand/Supply/Captial/Operations.,30000000.0,Series B
Manch Technologies,2017,Bangalore,Suresh Anantpurkar,Bharat Inclusion,,Bangalore,Information Technology & Services,"A Single Click Work Flow E-Sign solution to conduct speedy, accurate, efficient transactions through a “cash-less, presence-less, paperless” framework.",1000000.0,Pre-series A
Glamyo Health,2019,New Delhi,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,,New Delhi,Hospital & Health Care,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,3000000.0,Series A
CashBook,2020,Gurugram,"Vivek, Ashutosh Pathak","JAM, Better Tomorrow Ventures",,Gurugram,FinTech,"CashBook is a digital record-keeping app using which businesses can add entries, segregate records, and find overall balance instantly.",2300000.0,Seed
The Money Club,2016,Noida,"Manuraj Jain, Surajit Ra","SOSV, Venture Catalysts",,Noida,Financial Services,The Money Club is a mobile platform for peer to peer chit funds.,1700000.0,Pre-series A
SuperZop,2016,Mumbai,"Raghuveer Allada, Prithwi Singh, Darshan Krishnamurthy",Incofin’s India Progress Fund,,Mumbai,Retail,SuperZop is India's first and only vernacular B2B Grocery e-commerce platform that is transforming the unorganized retail sector.,4000000.0,Series A
Zypp Electric,2017,Gurugram,"Akash Gupta, Rashi Agarwal","9Unicorns, Anthill Ventures",,Gurugram,Logistics & Supply Chain,"Zypp is working to convert all deliveries for e-commerce, grocery, medicine and food vertical to go electric with e-scooter sharing app.",7000000.0,Series A
VRO Hospitality,2018,Bangalore,"Safdhar Adoor, Sharath Rice, Dawn Thomas",CreedCap Asia Advisors,,Bangalore,Hospitality,One of the fastest-growing hospitality companies based out of Bangalore.,3000000.0,Series A
Leena AI,2015,Gurugram,"Mayank Goyal, Anand Prajapati",Bessemer Venture Partners,,Gurugram,Computer Software,AI to help enterprises transform the employee experience.,30000000.0,Series B
CARS24,2015,Gurugram,"Mehul Agrawal, Vikram Chopra","DST Global, Falcon Edge, SoftBank Vision Fund 2",,Gurugram,Automotive,"CARS24 is proud to be a tech-first organisation, looking to make inroads into the global auto-tech market in groundbreaking ways.",450000000.0,Series F
Klub,2019,Bangalore,"Anurakt Jain, Ishita Verma",Trifecta Capital,,Bangalore,Financial Services,"A team of fintech, investment banking, venture capital, and technology veterans who bring a founder-first mindset.",2000000.0,Debt
Bluepad,2020,Bangalore,"Sanjyot Bhosale, Devakrishna Asokar, Kishore Garimella","Titan Capital, AngelList's syndicate",,Bangalore,Online Media,A one-stop solution for aggregated content  in vernacular languages,200000.0,Pre-seed
FloBiz,2019,Bangalore,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,,Bangalore,Information Technology & Services,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,31000000.0,Series B
Tummoc,2016,Bangalore,"Hiranmay Mallick, Monalisha Thakur, Narayan Mishra","Vineet Singh, Krishna D, Deependra Bisht, Alan Aim",,Bangalore,Mobility,Tummoc helps track and find actionable & accurate bus/metro/suburban rail intracity travel information.,540000.0,Seed
Aerchain,2019,Bangalore,"Harsha Kadimisetty, Himavanth Jasti","Season Two Ventures, IndiaMart",,Bangalore,Computer Software,Advance Source-to-Pay cycle to a new level with Artificial Intelligence!,3000000.0,Pre-series A
CuriousJr,2020,Gurugram,"Amit Shekhar, Janishar Ali, Mridul Ranjan Sahu","WaterBridge Ventures, Enzia Ventures",,Gurugram,E-learning,CuriousJr is a platform to answer kids' curiosity and prepare them for 21st-century skills.,1000000.0,Seed
Wow! Momo,2008,Kolkata,"Binod Homagai, Sagar Daryani, Shah Miftaur Rahman",Tree Line Investment Management,,Kolkata,Food & Beverages,WOW! Momo is one of the fastest-growing food brands in India.,15000000.0,Series C
ZestMoney,2015,Bangalore,"Priya Sharma, Lizzie Chapman",Zip Co,,Bangalore,Financial Services,"ZestMoney helps make it accessible for millions to upgrade, to enhance, to rise, while keeping it affordable.",50000000.0,Series C
FrontRow,2020,Bangalore,"Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",,Bangalore,E-learning,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!",14000000.0,Series A
HappyCredit,2020,Bangalore,"Jitendra Kumar, Ashish Virmani","Kunal Shah, Krishna Kumar",,Bangalore,FinTech,"HappyCredit is on a mission to make online shopping delightful for 400mn bharat shoppers with credit, rewards, shopping inspiration and more.",600000.0,Pre-seed
Endimension,2018,Mumbai,"Bharadwaj Kss, Apparao MLV, Kurien Zacharia",Inflection Point Ventures,,Mumbai,Healtcare,Endimension Technology is a healthcare Artificial Intelligence startup incubated at IIT Bombay.,300000.0,Seed
BeepKart,2020,Bangalore,"Hemir Doshi, Abhishek Saraf","Stellaris Venture Partners, Chiratae Ventures",,Bangalore,Automotive,BeepKart is building a platform to digitize and organize the used two-wheeler market.,3000000.0,Seed
Lio,2020,Pune,Anupam Vijayvergia,"Lightspeed, Sequioa",,Pune,Computer Software,"Lio is the one app for all data where you can create, keep records and track all the records",5000000.0,Seed
TravClan,2018,New Delhi,"Arun Bagaria, Ashish Thapliyal",TheVentures,,New Delhi,B2B Travel,A mission to solve a genuine problem faced by millions of travel entrepreneurs across the world.,2200000.0,Pre-series A
WickedGud,2021,Mumbai,Bhuman Dani,"Titan Capital, Archana Priyadarshini, Gaurav Ahuja",,Mumbai,Food & Beverages,A mission to make every day eating guilt-free and change the way the world consumes comfort foods.,340000.0,Pre-seed
BetterPlace,2014,Bangalore,Pravin Agarwala,"Jungle Ventures, CX Partners",,Bangalore,Information Technology & Services,"BetterPlace is India’s largest technology platform delivering digital solutions for blue-collar workforce management, throughout the entire value chain.",24000000.0,Series C
GTM Buddy,2020,Hyderabad,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,,Hyderabad,Computer Software,Just-in-time Sales Enablement Platform,2000000.0,Seed
Gobbly,2019,Gurugram,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",,Gurugram,Retail,A 24x7 automated retail store filled with daily essentials.,900000.0,Pre-series A
HexaHealth,2019,Mumbai,"Vikas Chauhan, Ankur Gigras, Dr Aman Priya Khanna","Omidyar Network India, Chiratae Ventures",,Mumbai,Healthtech,H2D is the most trusted online platform that connects the finest experts with people aspiring to achieve their Health Goals in a holistic way,4500000.0,Seed
Eupheus Learning,2017,New Delhi,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,,New Delhi,E-learning,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,10000000.0,Series C
