funding_year,company_name,founded_year,headquarters_city,headquarters_state,industry,about_company,founders,investor,amount_usd,funding_round
2021,Eupheus,2017.0,New Delhi,,EdTech,Eupheus Learning offers a seamless integrated learning solution for the K-12 market in India.,"Amit Kapoor, Rohit Dhar, Sarveshwar Shrivastava, Ved Prakash Khatri","Yuj Ventures, Sixth Sense Ventures",4000000.0,Series B
2021,Eupheus Learning,2017.0,New Delhi,,E-learning,Offer pedagogically differentiated technology driven solutions that lead to critical thinking and achievement of higher learning outcomes,"Sarvesh Shrivastava, Ved Prakash Khatri, Amit Kapoor",Lightrock India,10000000.0,Series C
2021,Even,2020.0,Bangalore,,Healthcare,One monthly subscription to cover all your healthcare needs.,"Mayank Banerjee, Matilde Giglio, Alessandro Davide Ialongo",Khosla Ventures,5000000.0,Seed
2021,ExMyB,2018.0,Gurugram,,Consulting,ExMyB provides financial service and consulting services.,Nishant Behl,Campus Fund,,Seed
2021,Exotel,2011.0,Bangalore,,Telecommunications,"Asia's largest customer engagement platform, streamlining customer interactions for Swiggy, Ola, Flipkart, GoJek etc.","Shivakumar Ganesan, Ishwar Sridharan, Siddharth Ramesh, Vijay Sharma","IIFL AMC, Sistema Asia Fund, CX Partners, Singularity Growth Opportunities Fund",35000000.0,Series C
2021,Exponent Energy,2020.0,Bangalore,,Automotive,Simplifying energy for EVs by building a Flexible Energy Stack.,"Arun Vinayak, Sanjay Byalal",YourNest VC,5000000.0,Pre-series A
2021,Express Stores,2019.0,Gurugram,,E-commerce,Express Stores is a retail and omnichannel startup company,"Apoorv Jain, Kartik Gupta","Venture Highway, Rohit Bansal",1000000.0,Seed
2021,ExtraaEdge,2015.0,Pune,,MarTech,Data Science powered - Admission & Marketing CRM Automation for Education Enrolments,"Abhishek Ballabh, Sushil Mundada","9Unicorns Accelerator Fund, Indian Angel Network",1000000.0,Pre-series A
2021,EyeMyEye,2021.0,Gurugram,,Eyewear,"Shop the latest Eyeglasses, Sunglasses, Power Sunglasses, Contact Lens and more.",Ganesh Iyer,2000000,2000000.0,Pre-series A
2021,Ezstays,2019.0,New Delhi,,EdTech,"Ezstays is a leading student-life network, providing hostels and PG accommodation with top-tier living facilities at the best prices.","Vaibhav Khanna, Abhishek Kumar, Kumar Gaurav",Richard Rekhy,400000.0,Seed
2021,F5,2018.0,New Delhi,,Food & Beverages,F5 is a foods and beverages company.,"Lalit Aggarwal, Raghav Arora","Venture Catalysts, Jeevak Gupta",300000.0,Pre-series A
2021,F5,2018.0,New Delhi,,Retail,One-Stop Solution for Daily Workplace Needs,"Raghav Arora, Lalit Aggarwal",Auxano Capital,600000.0,Pre-series A
2021,FRAAZO,2020.0,Mumbai,,Food & Beverages,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre","Sixth Sense Ventures, NABVENTURES",11000000.0,Series A
2021,FRND,2019.0,Bangalore,,Online Media,FRND is an audio dating app for Bharat,"Bhanu Pratap Singh Tanwar, Hardik Bansal, Harshvardhan Chhangani",KRAFTON,6500000.0,Series A
2021,Fabheads,2015.0,Chennai,,Industrial Automation,Fabheads is a hardware startup creating automation equipment to manufacture high-end carbon fiber parts.,Dhinesh Kanagaraj,"Inflection Point Ventures, Rockstud Capital, FirstPort Capital, Bliss Flow Investments Pvt Ltd",,Pre-series A
2021,Fable Fintech,2015.0,Mumbai,,FinTech,"Fable Fintech is being seed-funded by the CCAvenue Group, South East Asia’s number 1 eCommerce service provider",Naushad Contractor,Paytm,,Series A
2021,Fabriclore,2016.0,Jaipur,,Apparel & Fashion,"India's top brand of artisanal & contemporary fabrics, offering the largest catalog of both curated & original designs.","Vijay Sharma, Anupam Arya, Sandeep Sharma","Fluid Ventures, Mulberry Silks",700000.0,Pre-series A
2021,Fampay,2019.0,Bangalore,,FinTech,India's first numberless card and UPI without a bank account,"Kush Taneja, Sambhav Jain","Greenoaks Capital, Elevation Capital",38000000.0,Series A
2021,FanAnywhere,2021.0,Bangalore,,Financial Services,Celebrity NFT platform,"Varun Chaudhary, Amit Kumar","Oasis Capital, Scorpio VC, DeltaHub Capital",,Seed
2021,FanPlay,2020.0,Computer Games,,Computer Games,A real money game app specializing in trivia games,"Pritesh Kumar, Bharat Gupta",Upsparks,1200000.0,
2021,Fantasy Akhada,2020.0,Gurugram,,sports,Fantasy Akhada is one of India's fastest growing Fantasy Sports Platform.,"Amit Purohit, Sumit Kumar Jha",Prime Securities Limited,2000000.0,Series A
2021,FarMart,2015.0,Gurugram,,AgriTech,FarMart is a micro-SaaS platform that helps food businesses source high quality produce at affordable prices,"Alekh Sanghera, Mehtab Singh Hans","Omidyar Network India, Avaana Capital",24000000.0,Pre-series A
2021,FarMart,2015.0,Gurugram,,Farming,FarMart is an agritech platform that helps businesses easily source high quality produce at reasonable prices.,"Alekh Sanghera, Mehtab Singh Hans",Matrix Partners India,10000000.0,Series A
2021,Farmers Fresh Zone,2015.0,Kochi,,AgriTech,D2C Health and Wellness Brand for Fresh and Safe Fruits and Vegetables from farmers through traceable Supply Chain,Pradeep PS,"IAN Fund, Malabar Angel Network, Native Angel Network",800000.0,Pre-series A
2021,Fashinza,2020.0,Gurugram,,Apparel & Fashion,A new-age supply chain and product development platform for the fashion industry.,"Pawan Gupta, Abhishek Sharma","Accel Partners, Elevation Capital",20000000.0,Series A
2021,Fashinza,2020.0,Gurugram,,B2B Manufacturing,Fashinza is a B2B manufacturing marketplace that solves apparel/fashion supply chain challenges.,"Abhishek Sharma, Pawan Gupta","Accel Partners, Elevation Capital",2600000.0,Seed
2021,Fi,2019.0,Bangalore,,Financial Services,Fi is a neo bank.,Sumit Gwalani,"Capital Group, Falcon Edge",50000000.0,Series B
2021,Fieldproxy,2016.0,Chennai,,SaaS startup,Fieldproxy is a no-code platform that helps field servicing companies digitize their processes to better manage their on-ground technicians,"Swaroop Vijayakumar, Balakrishna B","LetsVenture, 2am VC, magic.fund",200000.0,Seed
2021,Filo,2020.0,New Delhi,,EdTech,Instant learning platform for students while self study.,"Imbesat Ahmad, Shadman Anwer",Better Capital,260000.0,Pre-seed
2021,Finsall,2019.0,Bangalore,,Insuretech,Finsall provides Insurance Premium Financing,"Prabal Khanna, Tim Mathews",Unicorn India Ventures,300000.0,Seed
2021,Fitterfly,2016.0,Mumbai,,HealthTech,"Fitterfly offers customized and personalized wellness programs for diabetes PCOS, pregnancy, weight loss, pediatric and nutrition.",Dr Arbinder Singal,"9Unicorns Accelerator Fund, Metaform Ventures",3000000.0,Pre-series A
2021,Fittr,2016.0,Pune,,"Health, Wellness & Fitness","FITTR’s mission is to reach out to 50 million people and make them fit, create jobs in the fitness industry, teach people how easy it is to stay fit and move together as a Wolfpack.","Rohit Chattopadhyay, Jitendra Chouksey, Suniel Shetty, Sonal Singh, Bala Dabbedi","Dream Capital, Elysian Park Ventures",11000000.0,Series A
2021,FlashPrep,2020.0,Bangalore,,EdTech,FlashPrep is the smart way to master learning.,"Dhiresh Nagwani, Ashwini Dhekane",Venture Highway,500000.0,Pre-seed
2021,Flatheads,2018.0,Bangalore,,Apparel & Fashion,Flatheads are an enthusiastic team of young professionals building a retail brand in the casual footwear space.,"Utkarsh Biradar, Ganesh Balakrishnan","We Founder Circle, Dexter Angels",1000000.0,Pre-series A
2021,Fleek,2021.0,Bangalore,,Internet,Fleek helps track & manage subscriptions in one place.,"Aditya Uttaravalli, Arvind Eashwar",Axilor,1000000.0,Seed
2021,Flexmoney,2015.0,Mumbai,,FinTech,"Flexmoney’s mission is to address the enormous digital credit market opportunity created by the disruption from e-commerce, EMI and BNPL checkout finance",Yezdi Lashkari,Pravega Ventures,4800000.0,Series A
2021,Flipspaces,2011.0,Mumbai,,Design,"Flipspaces is a global tech-enabled venture towards discovery, design and delivery of commercial and residential spaces",Kunal Sharma,Prashasta Seth,2000000.0,Pre-series B
2021,FloBiz,2019.0,Bangalore,,Tech Startup,India’s first neobusiness platform,Rahul Raj,Elevation Capital,10000000.0,Series A
2021,FloBiz,2019.0,Bangalore,,Information Technology & Services,Neobank for Growing SMBs. Simplify GST Billing & Accounting needs with myBillBook App.,"Rahul Raj, Aditya Naik, Rakesh Yadav",Sequoia Capital India,31000000.0,Series B
2021,FloCareer,2018.0,Bangalore,,Information Services,"The Best Skills Validation Platform that provides ""Interview As-A-Service""?.","Mohit Jain,  Mehul Bhatt",Data Point Capital,5700000.0,Series A
2021,ForeignAdmits,2018.0,Bangalore,,Higher Education,“foreignadmits” aims at addressing one of the biggest problems of personalized mentoring for students aiming to pursue higher education and eventually become an expert in their desired discipline of study.,"Nikhil Jain, Ashwini Jain",Unicorn India Ventures,400000.0,Seed
2021,Fountain9,2019.0,Mumbai,,Computer software,"Fountain9 is a Y Combinator backed company, which offers predictive inventory planning and optimization software for e-commerce, DTC and retail companies.","Niki Khokale, Rajas Lonkar","021 Capital, Y Combinator",1900000.0,Seed
2021,Fraazo,2020.0,Mumbai,,Food & Beverages,FRAAZO is Mumbai's favourite App for Fresh Vegetables and Fruits coming straight from the Farm to your Doorstep within 18 Hours.,"Atul Kumar, Aashish Krishnatre",WestBridge Capital,50000000.0,Series B
2021,Frenzi,2020.0,Mumbai,,Online Media,India’s Fastest Growing Streaming Social Network,"Balkrishna Singh, Harvinderjit Singh Bhatia",SucSEED Indovation Fund,,Seed
2021,FrontRow,2020.0,Bangalore,,E-learning,"FrontRow enables everyone to pursue their passions - get better, learn from the best and get noticed!","Shubhadit Sharma, Mikhil Raj, Ishaan Preet Singh","Eight Roads Ventures, GSV",14000000.0,Series A
2021,Fyllo,2019.0,Bangalore,,AgriTech,Fyllo brings farms on palms by installing on field devices and actions on top of this data.,"Sudhanshu Rai, Sumit Sheoran","Indian Angel Network, Titan Capital, Lead Angels",400000.0,Seed
2021,FypMoney,2021.0,Gurugram,,FinTech,"FypMoney is Digital NEO Bank for Teenagers, empowering them with financial literacy and ease of secured financial transactions.",Kapil Banwari,"Liberatha Kallat, Mukesh Yadav, Dinesh Nagpal",2000000.0,Seed
2021,G.O.A.T,2021.0,Bangalore,,D2C,G.O.A.T Brand Labs provides a tech-enabled platform for D2C brands to scale.,"Rishi Vasudev, Rameswar Misra","Tiger Global, Flipkart Ventures",36000000.0,Series A
2021,GENLEAP,2021.0,Haryana,,Professional Training & Coaching,GenLeap is India’s first self-discovery and career lifecycle management platform.,"Sachin Sandhir, Nimish Gupta, Nitin Thakur, Shweta Kataria","Vivek Vaidya, Kevin Donlon, Ayush Singh",8000000.0,Seed
2021,GTM Buddy,2020.0,Hyderabad,,Computer Software,Just-in-time Sales Enablement Platform,"Sreedhar Peddineni, Santa Thounaojam, Sundar Vellaichamy, Chandramani Tiwary",Stellaris Venture Partners,2000000.0,Seed
2021,GalaxEye,2020.0,Chennai,,SpaceTech,GalaxEye enables businesses to make better Decisions & perform operations efficiently via Space Technology.,"Denil Chawda, Kishan Thakkar, Pranit Mehta, Satyanarayanan Chakravarthy, Suyash Singh",Speciale Invest,,Pre-seed
2021,GetWork,2019.0,Gurugram,,Recruitment,GetWork is a campus recruiting platform to post your jobs and hire across dozens of colleges at once.,Rahul Veerwal,Artha Venture Fund,200000.0,Seed
2021,Gigforce,2019.0,Gurugram,,Staffing & Recruiting,A gig/on-demand staffing company.,"Chirag Mittal, Anirudh Syal",Endiya Partners,3000000.0,Pre-series A
2021,Glamplus,2020.0,Bangalore,,SaaS startup,India's #1 SaaS based Salon experience Software,Divyanshu Singh,Inflection Point Ventures,200000.0,Pre-series A
2021,Glamyo Health,2019.0,New Delhi,,Hospital & Health Care,Glamyo Health is an advanced healthcare co delivering a seamless experience for elective surgeries.,"Archit Garg, Dr Preet Pal Thakur",Ananta Capital,3000000.0,Series A
2021,Glii,2020.0,Noida,,Dating,India’s finest dating companionship application,Shivam Kaushik,We Founder Circle,10000.0,Seed
2021,GlobalBees,2021.0,New Delhi,,E-commerce,Globalbees partners with entrepreneurs who have built an online-first business.,"Nitin Agarwal, Supam Maheshwari","Premji Invest, Steadview Capital",111000000.0,Series B
2021,GlobalBees,2021.0,New Delhi,,D2C Business,Globalbees partners with entrepreneurs who have built an online-first business.  Our team scales up D2C businesses in India and abroad.,Nitin Agarwal,"FirstCry, Lightspeed Venture Partners",150000000.0,Series A
2021,GlobalFair,2020.0,Gurugram,,Trading platform,One-stop solution for all your procurement needs,"Ashish Chandra, Shaily Garg","Saama Capital, India Quotient",2000000.0,Seed
2021,Go Swift,2019.0,Bangalore,,Consumer Services,Help small & medium sized businesses to grow by helping them with their shipping requirements at the cheapest and most reliable service.,"Shyam Kalita, Debanshu Sinha, Prayas Mittal",Kalaari Capital,2000000.0,Pre-series A
2021,GoBolt,2015.0,Gurugram,,Logistics,"GoBOLT is a tech-logistics company operating in Line Haul & Short Haul Trucking, creating value through dis-intermediation, increased asset utilization and extensive use of technology.","Naitik Baghla, Parag Aggarwal, Sumit Sharma","Paragon Partners, Aavishkaar Capital",20000000.0,Series B
2021,GoKwik,2020.0,New Delhi,,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Chirag, Vivek Bajpai, Ankush Talwar",Sequoia Capital India,15000000.0,Series A
2021,GoKwik,2020.0,New Delhi,,Information Technology & Services,GoKwik is a platform for solving shopping experience problems on e-commerce websites on the internet.,"Ankush Talwar, Chirag Taneja, Vivek Bajpai","Matrix Partners India, Jitendra Gupta, RTP Global",5000000.0,Pre-series A
2021,GoMechanic,2016.0,Gurugram,,Automotive,"GoMechanic is India’s leading multi-brand car service company, committed to making the car servicing experience hassle-free & easy for everyone.",Kushal Karwa,"Tiger Global, Sequoia",42000000.0,Series C
2021,GoSats,2020.0,Bangalore,,FinTech,GoSats is a bitcoin stacking app that lets users earn bitcoin cashbacks when they shop with our partnered merchants.,"Mohammed Roshan, Roshni Aslam","Alphabit Fund, Fulgur Ventures, Stacks Accelerator, SBX Capital",700000.0,Seed
2021,Gobbly,2019.0,Gurugram,,Retail,A 24x7 automated retail store filled with daily essentials.,"Ankur Agarwal, Amit Ahuja","Anicut Angel Fund, Sauce.VC",900000.0,Pre-series A
2021,Gobillion,2020.0,New Delhi,,Social commerce,Redefining social commerce for Tier 2+ cities in India - making e-commerce SOCIAL!,"Roshan Farhan, Kulapradip Bharali","YCombinator, Justin Mateen, Pioneer Fund",2900000.0,Seed
2021,Goodmeetings,2020.0,Bangalore,,Computer software,AI-Based Platform Built Exclusively for Remote Selling,Srinivasan Narayan,Chiratae Ventures,1700000.0,Series A
2021,Goodmylk,2015.0,Bangalore,,Food & Beverages,Make plant-based food affordable and accessible in India.,Abhay Rangan,"Jinisha Sharma, Aditya Agarwal, Victoria, Abhishek Shroff",1000000.0,Seed
2021,GramCover,2016.0,Noida,,Insurance,GramCover is a tech-enabled insurance marketplace for rural India.,Dhyanesh Bhatt,"Siana Capital, Inflexor Ventures, Stride Ventures",7000000.0,Series A
2021,Green Cure,2015.0,New Delhi,,HealthCare,World's first company to combine German Engineering with Indian Ayurveda in health products,Sanchit Garg,Venture Catalysts,,Pre-series A
2021,Greenjoules,2018.0,Pune,,Renewable Energy,Greenjoules is a green energy technology startup that specializes in making renewable biofuels.,"R. Sethunath, V S Shridhar, V. Radhika, Viraraghavan Sankaran",Blue Ashva Capital,4500000.0,Series A
